deofla	deofol
fram	None
ofsættum	None
mannum	mann
þurh	None
soðne	soð
geleafan	geleafa
Þa	None
wæs	wesan
sum	su
wif	wif
wælig	None
on	None
æhtum	æht
Melantia	None
gecyged	None
swiðe	swiðan
þearle	None
gedreht	dreссan
mid	None
langsumum	langsum
feofore	None
and	None
com	cuman
to	toh
ðære	None
femnan	None
Eugenia	None
þa	None
hi	None
gesmyrode	None
mid	None
gehalgodum	None
ele	elh
and	None
eac	eacan
gemearcode	gemearcod
mid	None
rodetacne	None
And	None
heo	None
þæt	None
reðe	None
attor	None
eall	eall
ut	None
aspaw	None
þe	None
hyre	hyrian
dærede	None
and	None
wearþ	weorþan
gehæled	hælan
þurh	None
þæt	None
halige	halig
mæden	mæden
Þa	None
bead	beodan
seo	seon
wydewe	None
þam	None
mædene	mæden
sceattas	None
for	for
hyre	hyrian
hæle	hæle
ac	acan
heo	None
hi	None
forsoc	forsacan
and	None
tihte	None
ða	None
oþre	oþer
þæt	None
heo	None
hi	None
dælde	dælan
þearfum	None
and	None
wædlum	None
for	for
ðam	None
gewissan	gewiss
eadleane	None
Ða	None
gewænde	None
seo	seon
wydewe	None
ham	None
to	toh
hyre	hyrian
agenum	agen
and	None
com	cuman
siððan	None
gelome	gelom
mid	None
leasum	leas
mode	mod
to	toh
þam	None
wlytegan	None
mædene	mæden
wende	wendan
þæt	None
heo	None
cniht	cniht
wære	wær
and	None
mænigfealde	None
sceattas	None
hyre	hyrian
unmæðlice	None
bead	beodan
Ac	None
þa	None
þa	None
heo	None
geseah	geseon
þæt	None
seo	seon
soðfæste	None
fæmne	fæmne
hyre	hyrian
laca	lacu
ne	neh
rohte	reссan
ne	neh
hyre	hyrian
rununga	None
þa	None
wearð	None
heo	None
mid	None
yfele	yfel
eall	eall
afylled	afyllan
and	None
gebræd	None
hi	None
seoce	seoc
mid	None
bysmorfullum	None
geþance	geþanc
Heo	None
bæd	bædan
þa	None
Eugenian	None
þæt	None
heo	None
hi	None
geneosode	None
and	None
ongan	None
hyre	hyrian
sæcgan	None
hyre	hyrian
sweartan	sweart
geþohtas	None
Cwæð	None
þæt	None
heo	None
wære	wær
wydewe	None
on	None
þam	None
geare	gear
and	None
hyre	hyrian
wer	wer
læfde	læfan
unlytle	None
æhta	æht
on	None
lande	land
and	None
on	None
feo	feoh
and	None
on	None
forewyrcendum	None
And	None
unc	None
n	None
æs	æs
gemæne	gemæne
man	munan
on	None
ðysum	None
lyfe	None
Nu	None
is	wesan
min	min
mod	mod
awend	awendan
mycclum	None
to	toh
ðe	None
þæt	None
þu	None
hlaford	hlaford
beo	beon
þæra	None
æhta	æht
and	None
min	min
Ic	None
wene	wennan
þæt	None
hit	None
ne	neh
sy	su
unrihtwisnysse	None
ætforan	None
Gode	None
þeah	þiсgan
ðe	None
þu	None
wifes	wif
bruce	brucan
and	None
blysse	None
on	None
life	lif
Ða	None
andwyrde	andwyrde
Eugenia	None
þyssere	None
olecunge	None
and	None
cwæð	cweðan
to	toh
þam	None
wife	wif
mid	None
þisum	None
ingehyde	None
þæt	None
ða	None
gewylnunga	None
þissere	None
andweardan	andweard
worulde	None
synt	None
swiðe	swiðan
swicole	swicol
þeah	þiсgan
þe	None
hi	None
geswæse	None
beon	beon
And	None
þæs	None
lichoman	None
lustas	lust
gelome	gelom
bepæceð	None
and	None
to	toh
sarnissum	None
gelædað	None
þa	None
þe	None
hi	None
swiðost	None
lufiað	None
Æfter	None
þissere	None
tihtinge	None
and	None
on	None
oðrum	None
larum	lar
beclypte	beclyppan
seo	seon
myltestre	None
þæt	None
clæne	clæne
mæden	mæden
and	None
wolde	willan
hi	None
gebygan	gebygan
to	toh
bismorlicum	None
hæmede	None
Hwæt	None
ða	None
Eugenia	None
hi	None
gebletsode	None
and	None
cwæð	cweðan
to	toh
ðære	None
sceande	None
þæt	None
heo	None
soðlice	None
wære	wær
galnysse	None
ontendnyss	None
and	None
gramena	grama
mæge	mæg
þeostra	þeostrian
gefæra	None
and	None
mid	None
sweartnysse	None
afylled	afyllan
deaðes	None
dohtor	dohtor
and	None
deofles	deofol
fætels	None
Habban	None
þine	None
æhta	æht
þine	None
gelican	gelica
We	None
habbað	None
ealle	eall
ðing	None
mid	None
þam	None
ælmihtigan	ælmihtig
Drihtne	None
Ða	None
wearð	None
Melantia	None
micclum	None
ofsceamod	None
wende	wendan
þæt	None
heo	None
wolde	willan
hyre	hyrian
word	word
ameldian	None
buton	None
heo	None
sylf	None
on	None
ær	ær
hit	None
openlice	None
cydde	None
Færde	None
þa	None
ardlice	None
to	toh
Alexandrian	None
byrig	None
to	toh
þam	None
heahgeræfan	None
þe	None
wæs	wesan
gehaten	hatan
Philippus	None
Eugenian	None
fæder	fæder
þeah	þiсgan
seo	seon
fule	ful
þæt	None
n	None
yste	ystan
and	None
begann	beginnan
hi	None
to	toh
wrægenne	None
and	None
wolde	willan
forsæcgan	None
Cwæð	None
þæt	None
heo	None
eode	gan
to	toh
hyre	hyrian
licgendre	None
on	None
læces	None
hiwe	hiw
and	None
hi	None
wolde	willan
forlycgan	None
gif	None
heo	None
þæt	None
bysmor	None
forberan	forberan
wolde	willan
Ac	None
ic	None
hrymde	hryman
sona	None
mid	None
sarlicre	None
stæmne	None
oþ	None
þæt	None
an	an
minra	min
wimmanna	None
me	None
wið	None
hine	None
ahredde	None
Ða	None
gelyfde	gelyfan
Philippus	None
þære	None
facenfyllan	None
segene	None
and	None
swiðe	swiðan
gehatheort	None
het	hettan
hi	None
gefæccan	None
and	None
eac	eacan
ða	None
gebroðra	None
ealle	eall
gebundene	None
and	None
heold	healdan
hi	None
on	None
bendum	None
and	None
on	None
blindum	blind
cwearterne	cweartern
oð	None
þæt	None
he	None
mid	None
wytum	None
þæt	None
wif	wif
gewræce	gewrecan
Þa	None
com	cuman
se	None
dæg	dæg
þe	None
se	None
dema	dema
gesætte	None
And	None
wæron	wesan
gegeorcode	None
þa	None
reðan	None
wyta	None
And	None
wurdon	weorþan
gefætte	None
ætforan	None
þam	None
deman	deman
þa	None
unscildigan	None
cristenan	cristen
on	None
swærtum	None
racentægum	None
Ða	None
cwæð	cweðan
Philippus	None
mid	None
fullum	full
graman	grama
to	toh
Eugenian	None
his	None
agenre	agen
dehter	dohtor
Sege	None
þu	None
forscyldeguda	None
hwi	None
woldest	willan
ðu	None
beswican	beswican
þæt	None
mære	mære
wif	wif
Melantian	None
mid	None
forligre	None
and	None
on	None
læces	None
hiwe	hiw
hi	None
forlicgan	None
woldest	willan
Ða	None
cwæð	cweðan
Eugenia	None
þæt	None
heo	None
eaþe	eaþe
mihte	miht
þæs	None
forlyres	None
unhlisan	unhlisa
hi	None
beladian	beladian
and	None
Melantian	None
onsage	None
mid	None
soðe	soð
oferdrifan	oferdrifan
gif	None
Philippus	None
wolde	willan
gefæstnian	gefæstnian
mid	None
aþe	aþ
þæt	None
seo	seon
lease	leas
wrægistre	None
ne	neh
wurde	weorþan
fordæmed	None
Ða	None
swor	swerian
Philippus	None
þæt	None
he	None
friðian	None
wolde	willan
þa	None
leasan	leas
wudewan	None
ðeah	None
þe	None
heo	None
gelignod	None
wurðe	None
Þa	None
bæd	bædan
Eugenia	None
þæt	None
seo	seon
wyln	None
sceolde	None
sæcgan	None
þam	None
deman	deman
hu	None
hit	None
gedon	gedon
wære	wær
and	None
hu	None
heo	None
hyre	hyrian
hlæfdian	None
wið	None
hyre	hyrian
lustas	lust
ahrædde	None
And	None
se	None
gerefa	gerefa
het	hettan
eac	eacan
þa	None
cnihtas	None
Melantian	None
hyredes	None
cyðan	None
be	None
ðison	None
gif	None
hi	None
þis	None
gehyrdon	gehyrdan
Þa	None
cwæð	cweðan
seo	seon
wyln	None
þæt	None
heo	None
wyste	None
gefyrn	None
hu	None
Eugenia	None
ferde	feran
fracodlice	None
on	None
forlygre	None
and	None
wolde	willan
þa	None
æt.nehstan	None
hyre	hyrian
hlæfdian	None
gebysmrian	None
butan	None
heo	None
mid	None
hreame	hream
hyre	hyrian
hræddinge	None
ofclypode	None
þis	None
witan	witan
þas	None
hyredmen	None
þe	None
ic	None
þider	None
clypode	None
Ða	None
sædon	None
þa	None
hyredmenn	None
þæt	None
hit	None
soð	soð
wære	wær
and	None
ealle	eall
mid	None
aðe	None
Eugenian	None
forlugan	None
Þa	None
wearð	None
se	None
geræfa	None
þearle	None
gebolgen	None
and	None
axude	None
Eugenian	None
hu	None
heo	None
ana	an
mihte	miht
ealle	eall
þa	None
gewytan	None
awægan	None
mid	None
aðe	None
oððe	None
þurh	None
ænige	None
swutelunge	None
hi	None
sylfe	None
aclænsian	None
Hwæt	None
ða	None
Eugenia	None
seo	seon
æþele	æþelu
fæmne	fæmne
cwæð	cweðan
þæt	None
heo	None
wolde	willan
hi	None
sylfe	None
bediglian	None
and	None
Criste	Crist
anum	an
hyre	hyrian
clænnysse	None
healdan	healdan
on	None
mægðhade	None
wuniende	wunian
mannum	mann
uncuð	None
and	None
forðy	None
underfænge	None
æt	etan
fruman	fruma
þa	None
gyrlan	None
wærlices	None
hades	had
and	None
wurde	weorþan
geefsod	None
Æfter	None
þysum	None
wordum	word
heo	None
totær	None
hyre	hyrian
gewædu	None
and	None
ætæwde	None
hyre	hyrian
breost	breost
þam	None
breman	breme
Philippe	None
and	None
cwæð	cweðan
him	None
to	toh
þu	None
eart	wesan
min	min
fæder	fæder
and	None
þin	None
gebædda	None
Claudia	None
gebær	geberan
me	None
to	toh
mannum	mann
and	None
ðas	None
ðine	None
gesætlan	None
synd	None
mine	None
gebroðra	None
Auitus	None
and	None
Særgius	None
and	None
ic	None
soðlice	None
eom	wesan
Eugenia	None
gehaten	hatan
þin	None
agen	agen
dohtor	dohtor
And	None
ic	None
for	for
Cristes	Crist
lufe	lufu
forlæt	forlætan
eow	eowan
ealle	eall
and	None
middaneardlice	None
lustas	lust
swa	None
swa	None
meox	meox
forseah	forseon
Her	None
synd	None
eac	eacan
þa	None
cnihtas	None
þe	None
ic	None
cydde	None
mine	None
digolnysse	None
Protus	None
et	etan
Iacinctus	None
þine	None
fostercyld	None
mid	None
ðam	None
ic	None
becom	becuman
to	toh
Cristes	Crist
scole	scol
and	None
þær.on	None
drohtnode	None
oð	None
þisne	None
andwærden	None
dæg	dæg
and	None
ðam	None
ic	None
wylle	None
æfre	None
oð	None
ende	ende
þeowian	þeowian
Ða	None
oncneow	None
Philippus	None
swa	None
swa	None
fæder	fæder
Eugenian	None
and	None
Auitus	None
and	None
Særgius	None
hyra	hyr
agene	agen
swyster	None
and	None
hyra	hyr
hyredcnihtas	None
hi	None
eadmodlice	None
cyston	cystan
Þis	None
wearð	None
sona	None
gecyd	None
Claudian	None
þære	None
mæder	None
and	None
heo	None
mid	None
wundrunge	None
wearð	None
befangen	befon
and	None
to	toh
Eugenian	None
com	cuman
mid	None
ealre	eall
blysse	None
Hi	None
þa	None
gefretewodon	None
þa	None
fæmnan	fæmne
mid	None
golde	gold
hyre	hyrian
unþances	unþanc
and	None
up	None
gesætton	None
to	toh
him	None
Þa	None
clypode	None
þæt	None
folc	folc
þæt	None
Crist	Crist
wære	wær
soð	soð
God	None
and	None
hi	None
ealle	eall
herodon	None
þonne	None
hælend	hælend
mid	None
wuldre	wuldor
Eugenia	None
hæfde	habban
ær	ær
geþingod	þingian
þære	None
leasan	leas
Melantian	None
to	toh
hyre	hyrian
leofan	leof
fæder	fæder
þæt	None
heo	None
mid	None
wytum	None
ne	neh
awræce	awrecan
hyre	hyrian
welhreowan	None
ehtnysse	None
Ac	None
Crist	Crist
sylf	None
asende	None
swægende	None
fyr	fyr
ufan	None
of	None
heofonum	heofon
þæt	None
menn	mann
onhawoden	None
to	toh
Melantian	None
botle	None
and	None
hit	None
mid	None
ealle	eall
forbernde	None
swa	None
þæt	None
ðær	None
n	None
æs	æs
to	toh
lafe	None
nan	None
ðing	None
þe	None
hyre	hyrian
wæs	wesan
Þa	None
wurdon	weorþan
gefullode	None
Philippus	None
and	None
Claudia	None
and	None
heora	heore
twægen	None
suna	sunu
mid	None
soðum	soð
geleafan	geleafa
and	None
seo	seon
mæste	None
mæniu	None
þæs	None
mennisces	None
gebeah	gebugan
to	toh
Cristes	Crist
bigengum	bigenga
and	None
þa	None
cristenan	cristen
gegododon	None
Ða	None
wurdon	weorþan
geædniwode	None
on	None
ðam	None
eahteoðan	None
geare	gear
þa	None
forlætenan	None
cyrcan	None
and	None
seo	seon
geleaffulnyss	None
weox	weaxan
Philippus	None
þa	None
asende	None
to	toh
Seuero	None
þam	None
casere	casere
and	None
sæde	sæd
þæt	None
þa	None
cristenan	cristen
swiðe	swiðan
fremoden	None
his	None
cynerice	None
and	None
romaniscere	None
leode	leodan
and	None
hi	None
wæl	wæl
wyrðe	None
wæron	wesan
þæt	None
hi	None
wunodon	wunian
butan	None
æhtnysse	None
on	None
ðære	None
ylcan	None
byrig	None
þe	None
he	None
hi	None
ær	ær
of	None
adræfde	None
Þa	None
geþafode	None
se	None
casere	casere
þæt	None
ðam	None
geræfan	None
and	None
Alexandria	None
seo	seon
burh	None
sona	None
wearð	None
afylled	afyllan
mid	None
mycclum	None
cristendome	cristendom
and	None
manegum	None
cyrcum	None
And	None
on	None
gehwylcum	None
burgum	burg
blissoden	blissian
þa	None
cristenan	cristen
and	None
mid	None
wurðfulnysse	None
God	None
wurðodon	None
eac	eacan
for	for
þysum	None
intingan	intinga
þæt	None
ægyptisce	None
folc	folc
forlætenum	None
gedwylde	None
gelyfde	gelyfan
on	None
Drihten	None
And	None
Philippus	None
forgeaf	forgiefan
fæla	fæle
eahta	eahtian
þam	None
cristenum	cristen
him	None
to	toh
gemænan	gemæne
brice	None
and	None
hi	None
gemundode	None
Æfter	None
þisum	None
gelamp	gelimpan
þæt	None
ða	None
leasan	leas
hæðenan	None
wrægdon	None
Philippum	None
to	toh
ðam	None
foresæden	None
casere	casere
sædon	None
þæt	None
he	None
forlete	forlætan
þa	None
lifiendan	None
godas	god
and	None
ealle	eall
þa	None
burhwaræ	None
gebigde	None
to	toh
Criste	Crist
Þa	None
wearð	None
se	None
casere	casere
sona	None
geyrsod	None
and	None
bebead	bebeodan
Philippe	None
þæt	None
he	None
buge	bugan
to	toh
his	None
godum	god
oððe	None
wære	wær
benæmed	None
wurðscipes	None
and	None
æhta	æht
Þa	None
dælde	dælan
Philippus	None
digollice	None
his	None
æhta	æht
geond	None
ealle	eall
þa	None
scyre	None
cyrcum	None
and	None
þearfum	None
and	None
þurh	None
mycelne	None
geleafan	geleafa
manega	None
oðre	None
getrymode	None
swa	None
þæt	None
ða	None
cristenan	cristen
hine	None
gecuron	geсeosan
to	toh
bisceope	None
Ða	None
æfter	None
twælf	None
monðum	None
gemunde	gemunan
se	None
casere	casere
hwæt	None
him	None
gesæd	None
wæs	wesan
and	None
sænde	None
fram	None
Rome	None
oðerne	None
gerefan	gerefa
mid	None
reðum	None
bebode	None
swa	None
þæt	None
he	None
het	hettan
acwellan	None
þone	None
cristenan	cristen
Philippum	None
gif	None
hit	None
soð	soð
wære	wær
swa	None
him	None
gesæd	None
wæs	wesan
Ða	None
com	cuman
se	None
gerefa	gerefa
and	None
hine	None
acwællan	None
ne	neh
dorste	durran
on	None
þæs	None
folces	folc
gewytnysse	None
for	for
heora	heore
freondrædene	None
ac	acan
asende	None
sume	None
þe	None
sædon	None
þæt	None
hi	None
wæran	wær
on	None
Criste	Crist
gelyfede	None
ac	acan
hi	None
lugon	leogan
swa	None
þeah	þiсgan
Ða	None
eoden	gan
to	toh
cyrcean	None
mid	None
swiðlicum	None
facne	facn
and	None
ðone	None
mæran	mære
biscop	None
on	None
his	None
gebædum	None
ofslogan	None
Ac	None
he	None
wunade	None
swa	None
ðeah	None
on	None
þam	None
wundum	wund
cucu	None
geond	None
þreora	None
daga	dæg
fæc	fæc
and	None
gefrefrode	None
þa	None
cristenan	cristen
and	None
swa	None
mid	None
martyrdome	martyrdom
siþþan	None
gewat	gewitan
to	toh
ðam	None
lifigendan	None
Drihtne	None
þe	None
he	None
on	None
life	lif
wurðode	None
Eugenia	None
hæfde	habban
ær	ær
þan	þan
asteald	None
mynecena	None
mynster	None
mid	None
